Description	NSLA_1001	NSLA_1003	NSLA_1005	NSLA_1006	NSLA_1009	NSLA_1010	NSLA_1011	NSLA_1012	NSLA_1013	NSLA_136	NSLA_138	NSLA_139	NSLA_14	NSLA_168	NSLA_179	NSLA_187	NSLA_2_116	NSLA_2_118	NSLA_2_171	NSLA_2_184	NSLA_2_19	NSLA_2_220	NSLA_2_221	NSLA_2_24	NSLA_2_252	NSLA_2_265	NSLA_2_266	NSLA_2_273	NSLA_2_275	NSLA_2_30	NSLA_2_350	NSLA_2_363	NSLA_2_369	NSLA_2_379	NSLA_2_407	NSLA_2_41	NSLA_2_411	NSLA_2_5	NSLA_2_8	NSLA_2_97	NSLA_20	NSLA_216	NSLA_235	NSLA_239	NSLA_259	NSLA_271	NSLA_291	NSLA_300	NSLA_310	NSLA_311	NSLA_312	NSLA_350	NSLA_356	NSLA_379	NSLA_380	NSLA_407	NSLA_421	NSLA_429	NSLA_460	NSLA_464	NSLA_469	NSLA_479	NSLA_483	NSLA_490	NSLA_50	NSLA_519	NSLA_535	NSLA_541	NSLA_542	NSLA_563	NSLA_571	NSLA_585	NSLA_589	NSLA_6	NSLA_61	NSLA_611	NSLA_616	NSLA_632	NSLA_649	NSLA_653	NSLA_657	NSLA_66	NSLA_663	NSLA_665	NSLA_667	NSLA_672	NSLA_675	NSLA_677	NSLA_679	NSLA_693	NSLA_696	NSLA_698	NSLA_699	NSLA_72
CDS2:S33-p	0.390203	0.55073	0.200016699	-0.009362227	-0.601315	0.333723	-0.826405	-0.210291	2.53976	-0.0418468	-0.947315	-0.979853	0.063644588	0.81574	-0.503731	1.59742	-0.428061	-0.502137	0	0.199224405	-0.302641	-0.293751	1.87465	0.296782	-0.109974983	1.77842	0	-1.075	0.090730211	0.535996	1.56863	1.2544	0.318859	-1.90805	-0.112916196	1.01953	-2.67084	1.22132	0	-0.000422513	-0.207304571	-0.043455221	0	0	0.059226215	0.977627	0.086385657	1.26998	0.230658099	-0.426240137	-1.06286	1.30757	0.055701094	-0.24567833	-0.03925325	0.042738634	0.455698	0.157969893	-0.235597798	-0.10820499	-0.063685469	0.0448091	-0.096115796	-0.86679	1.21518	0.013194124	-0.174235754	0.8831	-1.2381	-1.05835	-0.226844096	-0.227818	0	-0.11132429	-0.491483069	-0.260217606	-0.049251438	0.027756863	-0.192087074	0.0432374	0.287697474	-0.138931	1.35893	0.241876	0.448648	0.013112	0.23044097	-0.462549	-0.104171175	1.81384	-1.76644	-1.96401	-1.72749	0.226184925
CDS2:S21-p	0.757826	1.29088	-1.59869	0.85308	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.153179	-1.42331	0.816672	-0.182837	0.12980398	2.01693	0	0	0.263482	0.0912207	0.199224405	-0.45689	-0.302349	2.7049	-0.615648	-0.629379	-1.51446	-0.478313	0.727866	1.61778	-0.281487	0.32324	-0.234583	-0.218219	-2.30271	-0.112916196	0.202425	-0.230863	0.371969	0	-1.1844	-0.207304571	-0.550944	0.728341	0.050214001	-1.05243	-0.491119	0	0.924626	0.167048	-1.1621	-0.423885	1.93326	-0.488108	-1.75821	-0.03925325	0.042738634	0.285722855	0.157969893	-2.34706	-0.10820499	0	0.52135	0.432181	-0.0531927	0.723934	-0.531083	-0.220912	1.14797	0.907832	-0.821551	-0.226844096	0.932822	0.0521439	0.317799	-0.364004	-0.260217606	-0.049251438	0.027756863	0.720848	-0.963518	0.751618	-0.0445977	0	0.330035	0.161091	-0.16875775	0.23044097	-0.643433	-0.104171175	1.4984	-0.044972689	1.47417	-0.291234	0.115856
CENPA:S17-p	0	1.11401	0.12233	-2.02312	-0.763888	-1.85546	-1.76377	0	-0.600144	-0.699151	0.234697	1.63699	0.063644588	0.817776	-1.01631	0	0.944835	-0.73478	0.071027592	0.199224405	0.782189	0	0.809299	-1.40916	0.584072	0.376851	-0.903028	0.104204435	-0.0897671	0.090834589	-2.3123	-0.130959675	0.548827	-0.356090301	-0.112916196	-0.998412	-0.593871	-0.0518885	0.232066	0.523997	0.565732	-0.671343	0.0657235	0	0.379098	-1.17883	0.568177	0.405539	1.09219	0.691304	0.108176	0.223685	-1.39158	-0.24567833	-0.03925325	0.042738634	-0.151745	-1.46355	-1.16018	-0.790645	0	-0.118725	-0.275125	0.102097	0.050274196	-2.03484	0.0123098	-0.18806812	-0.120522	0.030285575	-0.226844096	-0.071522829	0.327264	-0.336296	-0.420923	-0.260217606	-0.049251438	0.90155	-0.324825	-0.117886842	0.287697474	-1.58525	0.109245115	0.12487259	0	0.10052	0.23044097	0.035430144	-0.104171175	0.205130311	-0.228837	0.003342637	-0.014067928	1.00763
CENPC:S225-p	0.0401566	0.526801	-0.307967	0.501823	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.507222	0.117026001	1.39343	-0.825237	0.12980398	-0.005097228	-0.183322629	0	1.98529	1.15367	0.199224405	0.505515	0	0.30034	-1.27394	-0.530802	-0.191788	-0.166232	-0.453007	0.656195	0.769918	-0.677688	0	-0.290126	-0.84762	-0.112916196	0.768876	-1.1835	-0.0207505	1.70639	-0.929376	-1.82188	-0.043455221	0.216195614	0.050214001	0.8776	-0.08782391	0	0.042809469	1.69594	0.925678	0.120684366	-0.520324	0	-1.88631	0.22038	-1.25834	0.285722855	-1.45697	-1.58505	-0.46275	-0.653152	1.25039	-0.0211587	2.01196	1.46881	-0.304098	-0.56799	0.46526	0.264501	-0.163901	-0.553358	-0.461577	1.35677	-2.33986	-0.491483069	-0.260217606	-0.049251438	0.863521	-0.192087074	0.345516	1.0223	0.069908096	1.79737	0.108917	0.748125	-0.16875775	0.23044097	0.00212142	0	0	-0.044972689	-0.294118	-0.388412	0.427255
CENPC:S528-p	0.19642327	0.152148362	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-0.0788606	0.117026001	-2.02412	-0.0130707	-1.35982	-0.005097228	-0.183322629	0.652778	-1.38435	-0.229814	0.199224405	-0.420047	-1.80094	0	-0.576977	-0.109974983	0	0.352842	0.279439	0.090730211	0.392493	0.525023	-0.858327	0.0998391	-2.17411	-0.112916196	0.984898	-0.137139386	1.48162	0.420338	-0.140958279	0.117512	-0.043455221	0.216195614	0.17056	-2.1342	-0.08782391	0.476724	0.042809469	-0.0144682	-0.426240137	0.120684366	0.089735583	0.055701094	-1.8075	-0.96647	1.50137	-0.170198	0	0	0.00240608	-0.063685469	0.063723729	-0.447781	0.197024719	-0.34003	1.51203	0.343962	0	-0.700346	0.392526	0.982928	-1.86913	0.024378264	-0.11132429	-0.491483069	-0.260217606	-0.049251438	-1.61514	-0.192087074	-1.31282	0.0442564	0.069908096	0	-1.78249	0.063418735	-0.670533	0.23044097	1.23627	-0.54764	0.113278	0.582893	-0.418816	0.241975	0.226184925
CEP135:S439-p	0.611191	1.56868	0.522364	-0.23338	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.246989	0.117026001	-0.045475977	-1.23321	1.75192	-0.005097228	-0.183322629	0.150113325	-0.223985	0.071027592	0.199224405	-0.950361	1.03073	0.552408	-0.043253241	0.203544	0.020395053	0.166430724	0.104204435	-0.0589848	0.090834589	-0.502284	-0.130959675	-2.00317	-0.356090301	-0.112916196	0.043925172	-1.02475	0	1.16323	0	0.277252	-0.838851	0.216195614	0	-0.463345	-0.08782391	0.0221266	0.042809469	0.388611	-2.36525	0.120684366	-1.56228	0	-0.902367	-0.03925325	0.042738634	0.617724	-1.0054	0.491236	0	0.991792	0.503504	0	0.447914	0.0798676	-0.413681	-2.34725	0	-0.107319121	-1.89301	-0.226844096	0	-0.676014	-0.387681	-1.33922	-0.260217606	-0.049251438	1.19913	-0.115129	-0.706961	1.25782	0.069908096	1.03088	-0.553209	0.725098	-0.737811	0.23044097	-2.35373	-0.104171175	0.077789	0.17095	0.767051	0.875513	0.948362
CEP164:S359-p	0.803093	1.90048	0.200016699	-0.009362227	0.330665	0.74227	-1.84355	0.416115	-0.76203	-1.65741	0.117026001	2.30507	-1.32558	0.12980398	-0.005097228	-0.183322629	0.351437	0.269672	0.0878977	0.199224405	0.920544	-1.23434	1.41298	0.441202	-0.109974983	-0.172247	0	0.109654	0.090730211	-0.257247	-0.459082	0.796911	-0.618553	-0.366433	-0.112916196	0.492641	0	0	0.468399	-0.996551	-1.27437	0.857673	0.216195614	0.050214001	-0.260624	-0.08782391	0.0108398	0.042809469	2.04275	-0.426240137	0.120684366	-0.345084	0.055701094	-1.34585	-0.03925325	0.042738634	0.285722855	0	-1.15947	1.99653	-0.063685469	0.884329	0.478449	0.849079	-1.59291	-0.0883009	-0.395143	1.39071	-1.0479	-0.363805	-0.226844096	0	-0.352326	-0.11132429	-0.790762	-1.03383	0.217604	-1.12309	0.515661	-0.191412	-0.285384	0.069908096	1.48546	1.31025	0.848964	-0.16875775	-0.142957	0.393396	-0.104171175	0.410746	-0.044972689	-0.134628	-1.32944	0.226184925
CEP170:S838-p	0	-0.358279	0.473942	0	2.37398	-0.363596	-0.746911	0.406616	-0.08468	1.28357	1.56389	0	0.846199	2.44039	1.19656	-1.14915	1.3908	-1.64003	-0.184643	0.579026	0.326238	0	1.20609	-1.64735	0.399852	-0.6084	-1.43463	0.599304	0.450297	0.13261	-0.0799075	-0.379709	-1.07047	-1.14539	-0.0817491	0.561677	2.26624	-0.620822	0.750983	-0.480492	-1.85052	-0.043455221	0.374685	-0.137051	0	0	2.0204	-0.195192	-0.869024	-2.34009	1.4521	-0.867447	-0.865405	-1.4114	-0.03925325	0.042738634	0	1.0899	0.283538	0.073337	-0.667409	-1.05115	-0.09118	-0.531545	-0.469418	1.66519	-0.304662	-0.212002	-0.43878	0	-0.226844096	-0.18933	-0.883047	-0.69702	-0.491483069	1.16014	0.325306	-1.61563	-0.192087074	0.0685013	1.70273	-0.717321	-0.947033	0	0.345897	-0.144156	0	1.44485	-0.104171175	0.292383	0.719386	0.814743	1.47881	0.506481
CEP170:S667-p	-0.71883	0.701715	0.121263	1.67859	1.91282	-0.357203	-1.6765	0	-0.306302	1.79687	0.434616	1.17366	1.29987	-0.301097	-0.13143	-1.30541	-1.36996	-0.14423	0.891347	0.199224405	0.0872977	0.908377	0	0	-0.621863	-0.237351	-1.20478	-1.9155	0.827751	0	-0.990446	-0.488968	0.0491227	-0.264985	-0.112916196	0.756944	-0.743826	-1.61095	-0.582335	0.000145296	-0.207304571	-0.043455221	0.610806	-1.63038	0	0	0.995743	-1.97318	-1.38942	-0.857114	1.28538	0.089735583	0	0.0334299	0.139119	-1.04138	-0.188437	0.157969893	0.161347	-0.10820499	-1.00314	0	-0.158606	0.197024719	-2.09505	-0.540321	-2.16931	-1.05802	0.445548	-0.344257	-0.809945	0.73027	0.024378264	-0.203276	-0.491483069	1.05498	-0.480316	0.027756863	-0.192087074	1.58942	1.5805	-0.412945	0.0561771	0	0.063418735	0.970401	1.19587	1.09147	0.509326	0	1.35583	0.162601	1.15889	1.52102
CEP170:S958-p	0.151674	0.186098	2.22208	0.0672629	-1.16887	0.00195132	-0.16119	0.65857	0.946296	0.032912271	1.91804	-0.377713	0.573436	-0.258535	0	-1.07314	0.180181	-0.010558132	0.071027592	-0.156976	-0.03526551	-0.205973582	-0.0185314	0.147687	0.109297	-0.547793	-1.38295	0.104204435	0	0.090834589	0.048861219	-0.130959675	0.084581591	-0.356090301	0.0984351	1.66327	-1.49561	0.10870514	0.238031446	-1.32829	0.326296	-1.84327	-0.22391	-2.32921	0.237207	0.669516	-0.754406	-1.47026	-0.904982	-0.0536038	0.521891	0.089735583	-0.741628	-2.02686	0.351742	-1.23656	-0.223396	-0.221657	0.243648	0.63689	-1.16094	-0.945148	0.537874	0.197024719	0.050274196	-0.0249023	-2.48341	-1.27798	0	0.030285575	-0.317071	-0.071522829	0.024378264	-0.839527	0.748575	0.964189	-0.836248	-1.51037	0.170883	-0.117886842	1.18021	-0.406292	0.109245115	0.886775	0.063418735	0.719636	0.528139	1.52707	-0.00436242	0.205130311	0.587031	-0.28448	0.941163	0.663626
CEP170:S122-p	-0.834632	0.857866	-1.50108	1.04777	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	1.32829	0.669674	0.542334	0.063644588	1.10975	-1.2529	-1.68546	-1.01003	-2.01302	0.541221	0	-0.586436	0	0.213219	0.982007	-0.928692	0.38026	-0.875238	0.104204435	-0.285912	2.23104	-0.353057	-0.570946	0.0387703	0.569338	0.345508	0	-0.137139386	-1.17887	0.527364	-1.59017	-0.207304571	-1.3353	0.468194	-0.648766	0.243527	-0.58282	0.070851	-1.13522	-0.512507	0	1.08318	0.089735583	0.247168	-0.24567833	-0.223776	-2.23133	-0.110819	0.157969893	2.29493	-0.10820499	-1.49035	0.566119	-0.292305	-0.689847	0.422551	0	-1.41437	0	-0.0370806	-0.737217	0.0458621	-0.0796539	-0.962466	0.0922002	-1.28627	-0.260217606	-1.1744	0.027756863	-0.795858	2.23192	0.287697474	0	-1.27759	-0.83417	-0.921909	0.187791	0.889319	1.80204	0	0.78095	1.23855	0.770707	1.48771	1.18912
CEP170:S879-p	0.842192	1.89841	-0.0298966	1.53477	1.34626	0.140407	-0.468429	0	-0.404089	1.64856	0.117026001	-0.045475977	0.063644588	0.809212	-0.005097228	-0.183322629	0.150113325	0	0.071027592	-0.145156	-0.0324891	0.225303	-0.75132	-0.043253241	-0.679906	0.020395053	0.166430724	0.104204435	0.742217	0.090834589	0.667953	-0.130959675	-0.971035	-0.356090301	0.985125	0.043925172	-1.62404	-0.162489	1.80291	0.0600039	-0.207304571	-0.043455221	0.216195614	-2.37938	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	-1.99374	0.120684366	0.089735583	0.211541	-0.24567833	0.38793	-0.130233	0.136671	0.157969893	-0.235597798	-0.10820499	-0.691745	-0.357475	-0.096115796	0.197024719	0.050274196	0.013194124	-0.174235754	-0.876428	-0.107319121	0.030285575	0.850855	-0.071522829	0.024378264	0	-0.491483069	1.07063	-1.2492	0.027756863	-0.192087074	-0.117886842	0.287697474	0.069908096	0.109245115	0	0.063418735	0.00905777	1.24152	1.62387	-0.0701663	0.205130311	0	-1.28215	0.99225	0.363575
CEP170:S446-p	0.19642327	0.152148362	-0.916375	1.13084	2.33834	-0.305968	0.00770404	-0.339938	-0.0418661	1.72438	0.219263	1.08953	0.063644588	1.454	0.735267	-1.54464	-1.32144	-0.932948	0.071027592	0.199224405	0.326843	-0.296427	-0.5312	0.786879	-0.569826	0	-0.318503	0.104204435	0.0308938	0.090834589	0.29362	-0.130959675	-0.304811	-0.356090301	-0.112916196	-0.715147	-0.137139386	0	1.87086	-0.140958279	-0.207304571	-0.685866	0.486568	-2.08011	0.197566	0	1.8612	-0.945277	-0.188463	-0.923942	0.912029	0.089735583	0	-0.24567833	0.196408	1.0381	-0.49253	0.157969893	0.0527999	-0.10820499	-1.40627	0.063723729	-1.38633	0.197024719	0.32571	1.58354	0	-1.09167	0.643711	-0.889602	-0.226844096	0	0.024378264	1.16102	-0.630759	-0.260217606	-0.049251438	0.027756863	-0.10038	1.16166	0.287697474	-1.12351	-1.18531	-0.294394	0.063418735	-0.155328	0.23044097	1.00299	2.0842	-0.32352	0.406441	-1.98253	0	1.17328
CEP170:S356-p	0.173565	1.10479	0.862094	0.341128	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0	0.117026001	0.476293	0.063644588	0.12980398	-0.005097228	-0.183322629	0.184416	-0.779417	0	0.199224405	0.213646	-0.24117	2.34547	-1.04883	-1.00128	-0.685118	-1.63047	1.0455	1.15905	-0.402695	0.645327	-1.31938	-0.452573	-1.60548	-0.112916196	1.68214	0.0111054	-0.412939	0.997849	0	-0.207304571	-0.043455221	0.216195614	0.050214001	-0.899721	-0.08782391	1.92216	0.042809469	-0.473314	-1.70144	0.120684366	0.291835	-0.0441809	-0.24567833	-0.03925325	0.042738634	0.285722855	0.157969893	0.198979	-0.10820499	-0.581561	-0.00902392	0.788855	0.0937713	-0.561721	1.50989	-0.00830327	-2.1303	0.550585	0.634835	-0.226844096	0.793514	-1.5424	0	-0.491483069	2.21963	0.321312	0.027756863	-0.192087074	1.41323	0.287697474	0.069908096	-0.830831	-0.485002	0.778492	-0.16875775	0.482339	0.120976	-0.104171175	0	-0.044972689	0.258247	1.4371	1.24876
CEP170B:S1179-p	0.19642327	0.152148362	-0.704289	0	-0.750002	-1.9197	0.726451	0.0151613	0.654439	0	0.408856	1.46757	1.42609	0.599818	-0.0900876	0	0	1.00706	0.071027592	0.199224405	1.89609	-0.653947	0.467479	-0.0931365	-1.07373	-1.16291	-0.0998961	0.104204435	-0.282414	0.090834589	-0.618941	-0.130959675	1.48764	-0.356090301	-0.112916196	0.88525	-0.137139386	-0.280343	-0.264063	-0.140958279	1.65373	-0.0839181	-0.0574871	-0.00768897	0.20212	1.27793	-0.813095	-0.923034	-1.74675	0.703869	2.22211	-0.139754	2.09261	1.47531	0	0.967339	-1.52252	-1.71022	0.621904	0.598375	1.00361	0.063723729	1.65217	-0.871995	-0.186373	0	-0.264636	-0.166223	0.508115	-0.29833	-0.976372	-0.595015	1.42	-0.603891	0.113809	-0.260217606	-0.049251438	0	1.32947	0.669824	0.972634	0.578193	-2.02612	-0.27663	0.594108	0	0.23044097	2.53348	-0.850551	0.645727	-0.108816	-1.10407	0.248682	0.157932
CEP170B:S360-p	0.19642327	0.152148362	0.200016699	-0.009362227	-0.110536	2.38034	0.643476	0	-0.921737	-0.639638	0.117026001	0.754829	0.063644588	0.12980398	-0.005097228	-0.183322629	0.903771	0.562119	-1.19202	0.199224405	0.707258	-2.53105	0	-1.16249	-0.109974983	-0.63293	1.03221	0.188784	0.090730211	-0.3052	-0.429874	0	0.0121692	-0.353001	-0.112916196	-1.24196	-0.137139386	-0.351879	0.244317	-0.140958279	-0.207304571	-0.928832	0.216195614	0.050214001	-0.239153	-0.08782391	1.67023	0.042809469	0.998318	-0.426240137	0.120684366	2.04006	0.055701094	-0.24567833	-0.463437	1.433	0.285722855	0.157969893	-1.10641	-0.10820499	-0.063685469	0.063723729	1.54023	0	0.050274196	-0.205237	0.566636	-0.18806812	0	0.030285575	1.12503	-0.071522829	1.21737	-0.11132429	-1.1438	-0.260217606	-0.049251438	0.027756863	1.01847	-0.117886842	0.287697474	0.069908096	0.109245115	0.12487259	-0.691483	-0.16875775	0.23044097	0.035430144	-0.0469833	0.205130311	-0.044972689	0.003342637	-0.014067928	0.226184925
CEP170B:S868-p	0.378229	-0.356789	0.200016699	-0.009362227	-0.0955249	-0.252194	1.61536	1.57522	0	0	0.117026001	1.87414	0.063644588	1.34454	-0.005097228	-0.183322629	0.80098	0.318412	0.0070037	0.199224405	0.794103	-2.19629	-1.22634	-1.25284	-0.109974983	-0.744809	0.458566	-2.37131	0.090730211	0.0762602	-0.152957	-0.0070037	0.367441	-0.954263	-0.112916196	-0.340318	-1.52348	-0.801907	0.372743	0	-0.207304571	0.518954	0.216195614	1.71578	0.059226215	-0.08782391	0.086385657	0.042809469	0.230658099	-0.426240137	0.120684366	0.089735583	0.055701094	-0.24567833	-0.569793	0.138613	0.883402	0.157969893	-0.235597798	-0.10820499	-0.063685469	1.71886	-0.096115796	0.197024719	-1.97508	0.013194124	-0.174235754	-0.542945	0	-0.83302	0.272191	0.539327	0.024378264	-0.11132429	-1.69489	-0.260217606	-0.049251438	0.027756863	0	1.23048	0.287697474	0.069908096	-0.163392	0.569027	0.063418735	-0.55017	0.23044097	1.06585	-1.26905	1.19181	-1.05942	-0.585803	-0.761559	0.226184925
CETN2:S20-p	1.54377	0.179643	0	-0.794388	-0.0186467	-0.0541764	-0.182256	0.928058	0	-0.754779	-0.642567	0	-0.338918	1.56566	-0.795339	1.87109	0.844097	0	-0.39769	-0.610404	-0.663985	-0.308154	0.600931	1.01211	0.334112	-0.362756	0.331529	0.746495	-0.373029	-0.14415	1.75029	1.77715	0.731027	-1.18601	-0.46911	-0.0278685	-1.48796	-0.722162	1.55369	-1.00194	-2.35244	0.300581	0	-0.787449	0.151515	-0.702947	0	-1.4943	0.280957	-1.12346	0.0144234	0.0410616	0.179822	-2.70273	-0.981719	0.708541	0	-0.168393	-1.55967	0.424476	0.88936	0.85989	0.876771	1.21846	0.668165	-0.288252	-0.944547	0.741477	-1.66652	-0.773115	1.99706	-1.81045	-0.463415	-1.95004	-1.56552	-1.71953	0.326494	0	-0.628583	0.582657	0	0.810379	-0.362088	1.56856	0	-0.34607	-0.978469	0.633715	0	0.707988	-0.777504	-0.330701	-0.206479	1.10907
CFL1:S3-p	-0.429167	0	-0.077509	-0.490082	-0.462389	0.179113	2.10635	-0.42177	-0.0631457	0.605887	0.549348	-0.917993	0.161856	1.22649	1.64897	0.156099	-0.585099	-0.613005	0.409883	0.182044	2.31877	0.203193	0	2.14847	1.77008	0.352202	0	0	0.435908	-0.012945	-0.737851	1.36929	-0.504609	0.954328	0.703933	1.37523	0.228647	0.375625	-0.948161	-0.0515832	1.82165	-0.388833	-0.653724	1.0991	1.16186	1.15764	-0.792154	0	0	-1.10719	-0.707294	-1.19953	-0.0143761	2.03586	-0.275695	-0.102287	-0.271469	0.847282	1.41309	0.153191	0.877991	-1.70531	-0.67433	-1.7592	0	1.40198	-0.361465	-0.747289	-0.0873106	-2.34486	2.08527	0.088525	0.867979	1.56001	1.59536	0.477945	0	0.368046	2.24342	0.602691	0	-1.42455	0.749002	-1.02352	1.22731	-0.376916	-1.3926	0	-0.167084	-0.590115	-0.613656	0.921813	1.90414	0
CFL1:S156-p	-0.835908	-0.17434	0.456332	-1.29496	1.0553	-0.539291	0.132126	0.652283	0.0656251	-0.17443	-0.0730161	0.0245518	-0.84437	1.44727	1.73539	0.320743	-0.24759	-0.0537913	-0.651557	0.358366	0.124881	1.86499	1.0647	-0.431273	0.0347243	0.521609	0	1.34822	0.785368	0	0	-1.62142	-0.939831	-0.846542	-2.001	-0.145027	0.820241	-0.239171	1.54881	2.19434	-0.364877	-0.348583	0.463797	1.12915	-0.738251	0	0.288906	-0.770393	0.00754877	-1.04761	1.17122	-0.627529	-1.96283	1.76496	-1.39037	-1.05358	0	-0.980572	0	0.277459	0	-0.18337	-1.52114	1.30586	-0.613219	0.553049	-1.46962	-0.0148191	-0.534198	0.26566	1.078	1.54768	1.42684	-0.483733	0.841766	0.4974026	0.11379318	-1.78853	1.374	-1.09806	1.36744	-1.53007	-0.676004	0	-0.462496	-1.63994	0.2426492	-0.264771	0.37079	0	-0.145803	1.4245	0.955852	0.559135
CFL1:T25-p	-0.166912	0.263165	0.200016699	-0.009362227	1.71479	-1.12147	0.536232	-0.451693	0	0.105755	1.11991	0.393939	0	-2.39876	1.95875	-0.589055	2.49516	-0.739199	0	0.199224405	-0.572459	2.1144	0.426301	-0.206334	-0.109974983	0	-0.424398	0.498529	0.090730211	0.311803	0	-0.365857	-0.65432	-0.318739	-0.112916196	-0.608638	0.886742	-0.155862	1.41769	0	-1.16404	-0.406101	-0.721124	0.168576	0	-0.737079	1.40487	0.958416	0.942496	-0.426240137	0.756579	0.829986	0.055701094	-1.50158	-0.835555	-0.0343528	-0.074996	0.294943	0.445903	0.0238906	-0.063685469	-0.328918	-0.0408485	-0.252058	-0.111946	-0.101373	-2.06529	-2.07349	-0.444498	1.6041	1.31639	0.480875	2.20486	-0.11132429	-1.29931	-0.260217606	-0.049251438	1.89156	-0.357835	-0.999975	1.13718	-0.0885097	-1.37104	-1.23718	1.32225	-0.290533	0.23044097	-0.973659	-1.09871	-0.15028	0	-0.226651	0.770371	0.226184925
CFL1:S24-p	0.19642327	0.152148362	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	0.801738	0.783673	0.61939	-1.24095	0.12980398	0	-1.48492	2.19641	-1.87375	0.071027592	0.199224405	-1.11324	0	0.539334	-0.802793	-0.109974983	-0.687417	-0.887177	0.104204435	0.090730211	0.090834589	0.692323	-0.130959675	-1.08588	-0.356090301	-0.112916196	0.679204	-0.137139386	-0.781646	0.21601	-0.140958279	-0.207304571	0	0.986597	0.050214001	1.20785	0.366597	0.464858	-1.22075	0.744742	-0.426240137	-0.378379	0.089735583	0.055701094	-2.25578	-0.03925325	0.042738634	0.285722855	0.157969893	1.75697	-0.10820499	-0.063685469	0.063723729	0	0.197024719	1.08885	-0.356599	-1.41911	-1.377	0	-0.268594	-0.226844096	0	0.024378264	-0.11132429	-0.679883	0.324816	0.855056	0.027756863	-1.1893	1.37793	0.0381343	-1.5612	-1.56321	0	0.063418735	-0.16875775	-0.317196	0.593309	-0.104171175	0.012965	-0.044972689	0.710318	0.707379	0.226184925
CGN:S162-p	0.19642327	0.152148362	-0.668669	-0.458521	0.091924011	-0.490506	1.59562	0.63392	0.312997	-0.652308	-0.392923	0.998093	0.063644588	-0.913404	1.44897	0	-0.815412	1.82501	0.071027592	-1.00317	1.13966	0.0311995	-1.00454	0.0751818	1.18455	-0.433089	0	0.104204435	0	0.090834589	-0.813279	-0.130959675	0.522036	-0.356090301	-0.206611	1.58851	-0.137139386	-0.0311995	0.238031446	-0.140958279	-0.207304571	-1.72838	-0.0382967	2.01944	-0.037112	1.0926	-0.604594	1.04533	-0.542405	1.34474	-0.845364	0.592596	-0.181582	-0.24567833	0	-1.36211	-0.613432	0.157969893	-1.57823	-0.10820499	1.27244	0.063723729	1.40319	-1.32502	0	1.32582	0.986592	-1.86851	1.80931	2.42985	-0.226844096	-0.608149	0.17402	0.987961	1.14739	-0.260217606	1.70917	0.027756863	0.184958	-0.48389	0.287697474	1.59428	-0.682759	-0.650873	0.186272	0	-0.226139	0.148209	-1.34692	0.0778314	-0.381849	0.377779	0	-1.22597
CGN:S131-p	-0.284601	-0.615309	-0.0272914	0.42575	0.113587	-0.342062	0.847505	-0.416431	-0.0106478	-0.958262	0.117026001	0.0566302	1.3771	-2.09478	-0.005097228	-0.183322629	-0.813185	0.386712	0.071027592	0.199224405	-0.297357	0.647829	1.29901	-1.09098	1.80631	-0.490463	0.382593	0.104204435	-1.21671	0.090834589	-0.489791	-0.130959675	0	-0.356090301	-0.112916196	0	1.095	0.865557	-1.93586	1.86581	-0.207304571	0.557357	0.216195614	0.942612	-1.29903	-0.08782391	0.270654	0.042809469	1.26168	0	0.120684366	0.089735583	0.834231	-0.35512	-0.03925325	0.042738634	0	0.157969893	-0.925335	-0.10820499	0.481649	-1.49805	0	0.197024719	0.299123	0.664249	-1.81763	2.33791	1.0539	2.12243	-0.226844096	0.176113	0.024378264	-0.0649989	-0.1192	-1.72224	0.863977	0.027756863	-0.422283	-0.0971527	0	0.069908096	-1.31302	-0.104874	0.063418735	0.606345	0.746636	0.88037	-0.104171175	0.552851	-0.0456424	0.0876549	-0.859494	-1.4638
CGN:S134-p	-0.867956	-0.530062	0.200016699	-0.009362227	0.091924011	-0.049563054	-0.075293651	-0.132102873	0.066937143	-1.11632	1.22749	0.153517	-1.2733	-2.32509	-0.437407	-1.27055	-1.14064	0	0.071027592	-1.64445	-0.834268	0.523141	1.63471	0.0506834	-0.109974983	-0.307681	-2.28409	0.104204435	0.090730211	0.090834589	0.875742	-0.130959675	-0.190865	-0.356090301	0.354272	-0.877091	1.67192	1.38595	-0.622627	0.681418	0.607187	0.981125	-1.09325	0.919682	-0.345075	0.663716	0.904891	1.40305	1.42338	-0.426240137	-0.425392	0.089735583	0.055701094	0	-0.03925325	0.042738634	0.769122	0.32167	0	-0.384246	-0.063685469	-0.0867615	0.0373334	0.197024719	-0.389628	-0.711689	-0.663667	1.68551	0.428116	2.0023	-0.226844096	0.932546	0.024378264	-0.11132429	0	-0.260217606	-0.298257	-1.77285	0.929788	-0.558685	-0.861939	0.949953	-1.43458	-0.148944	0.063418735	-0.234747	-1.7203	0	-0.104171175	-0.248779	0	1.68842	-0.995887	0.226184925
